"splunk_app",description,"rule_name_short","technique_id"
"Splunk Security Essentials","Uses a simple threshold for Windows Security Logs to alert if there are a large number of failed logins, and at least one successful login from the same source.","Basic Brute Force Detection",T1110
"Splunk Security Essentials","Follow your GDPR requirement and action your data mapping exercise by tracking employee/vendor/supplier access to systems, to ensure that they are authorized to view the data present on any systems they log into.","User Logged into In-Scope System They Should Not Have",T1078
"Splunk Security Essentials","Follow your GDPR requirement and action your data mapping exercise by tracking employee/vendor/supplier access to systems, to ensure that they are authorized to view the data present on any systems they log into.","User Logged into In-Scope System They Should Not Have",T1213
"Splunk Security Essentials","Follow your GDPR requirement and action your data mapping exercise by tracking employee/vendor/supplier access to systems, to ensure that they are authorized to view the data present on any systems they log into.","User Logged into In-Scope System They Should Not Have",T1098
"Splunk App for Enterprise Security","Detects excessive number of failed login attempts along with a successful attempt (this could indicate a successful brute force attack)","Brute Force Access Behavior Detected",T1110
"Splunk App for Enterprise Security","Detects an excessive number of failed login attempts, along with a successful attempt, over a one day period (this could indicate a successful brute force attack)","Brute Force Access Behavior Detected Over One Day",T1110
"Splunk Security Essentials","<p>Find users trying to collect and analyze internal projects from across multiple departments by analyzing their search logs on company wiki software.</p>","User Finding Project Code Names from Many Departments",T1213
"Splunk App for Enterprise Security","Discovers accounts that are no longer used. Unused accounts should be disabled and are oftentimes used by attackers to gain unauthorized access.","Completely Inactive Account",T1078
"Splunk App for Enterprise Security","Alerts on concurrent access attempts to an app from different hosts. These are good indicators of shared passwords and potential misuse.","Concurrent Login Attempts Detected",T1078
"Splunk App for Enterprise Security","Discovers use of default accounts (such as admin, administrator, etc.). Default accounts have default passwords and are therefore commonly targeted by attackers using brute force attack tools.","Default Account Activity Detected",T1110
"Enterprise Security Content Update","Detect memory dumping of the LSASS process.","Access LSASS Memory for Dump Creation",T1003
"Enterprise Security Content Update","This search is used to identify the creation of multiple user accounts using the same email domain name.","Web Fraud - Account Harvesting",T1136
"Enterprise Security Content Update","This search looks for specific authentication events from the Windows Security Event logs to detect potential attempts at using the Pass-the-Hash technique.","Detect Activity Related to Pass the Hash Attacks",T1075
"Enterprise Security Content Update","Attempt to add a certificate to the untrusted certificate store","Attempt To Add Certificate To Untrusted Store",T1089
"Enterprise Security Content Update","This search is used to examine web sessions to identify those where the clicks are occurring too quickly for a human or are occurring with a near-perfect cadence (high periodicity or low standard deviation), resembling a script driven session.","Web Fraud - Anomalous User Clickspeed",T1078
"Enterprise Security Content Update","This search looks for specific GET or HEAD requests to web servers that are indicative of reconnaissance attempts to identify vulnerable JBoss servers. JexBoss is described as the exploit tool of choice for this malicious activity.","Detect attackers scanning for vulnerable JBoss servers",T1082
"Enterprise Security Content Update","Monitor for changes of the ExecutionPolicy in the registry to the values ""unrestricted"" or ""bypass,"" which allows the execution of malicious scripts.","Attempt To Set Default PowerShell Execution Policy To Unrestricted or Bypass",T1086
"Enterprise Security Content Update","Monitor for changes of the ExecutionPolicy in the registry to the values ""unrestricted"" or ""bypass,"" which allows the execution of malicious scripts.","Attempt To Set Default PowerShell Execution Policy To Unrestricted or Bypass",T1064
"Enterprise Security Content Update","Monitor for execution of reg.exe with parameters specifying an export of keys that contain hashed credentials that attackers may try to crack offline.","Attempted Credential Dump From Registry via Reg.exe",T1003
"Enterprise Security Content Update","Attackers leverage an existing Windows binary, attrib.exe, to mark specific as hidden by using specific flags so that the victim does not see the file.  The search looks for specific command-line arguments to detect the use of attrib.exe to hide files.","Hiding Files And Directories With Attrib.exe",T1158
"Enterprise Security Content Update","This search looks for flags passed to schtasks.exe on the command-line that indicate that task names related to the execution of Bad Rabbit ransomware were created or deleted.","Scheduled tasks used in BadRabbit ransomware",T1053
"Enterprise Security Content Update","The search looks for a batch file (.bat) written to the Windows system directory tree.","Batch File Write to System32",T1064
"Enterprise Security Content Update","This search looks for DNS requests for faux domains similar to the domains that you want to have monitored for abuse.","Monitor DNS For Brand Abuse",T1328
"Enterprise Security Content Update","This search looks for Web requests to faux domains similar to the one that you want to have monitored for abuse.","Monitor Web Traffic For Brand Abuse",T1328
"Enterprise Security Content Update","This search looks for changes to registry values that control Windows file associations, executed by a process that is not typical for legitimate, routine changes to this area.","Suspicious Changes to File Associations",T1042
"Enterprise Security Content Update","This search looks for child processes of spoolsv.exe. This activity is associated with a POC privilege-escalation exploit associated with CVE-2018-8440. Spoolsv.exe is the process associated with the Print Spooler service in Windows and typically runs as SYSTEM.","Child Processes of Spoolsv.exe",T1068
"Enterprise Security Content Update","This search allows you to identify the endpoints that have connected to more than five DNS servers and made DNS Queries over the time frame of the search.","Clients Connecting to Multiple DNS Servers",T1048
"Enterprise Security Content Update","The search looks for file modifications with extensions commonly used by Ransomware","Common Ransomware Extensions",T1074
"Enterprise Security Content Update","The search looks for files created with names matching those typically used in ransomware notes that tell the victim how to get their data back.","Common Ransomware Notes",TA0011
"Enterprise Security Content Update","This search looks for the creation or deletion of hidden shares using net.exe.","Create or delete hidden shares using net.exe",T1059
"Enterprise Security Content Update","This search looks for the creation of local administrator accounts using net.exe.","Create local admin accounts using net.exe",T1059
"Enterprise Security Content Update","Detect remote thread creation into LSASS consistent with credential dumping.","Create Remote Thread into LSASS",T1003
"Enterprise Security Content Update","Monitor for signs that Ntdsutil, Vssadmin, or Wmic has been used to create a shadow copy.","Creation of Shadow Copy",T1003
"Enterprise Security Content Update","This search detects the use of wmic and Powershell to create a shadow copy.","Creation of Shadow Copy with wmic and powershell",T1003
"Enterprise Security Content Update","This search detects credential dumping using copy command from a shadow copy.","Credential Dumping via Copy Command from Shadow Copy",T1003
"Enterprise Security Content Update","This search looks for execution of reg.exe with parameters specifying an export of keys that contain hashed credentials that attackers may try to crack offline,","Attempted Credential Dump From Registry Via Reg.exe",T1003
"Enterprise Security Content Update","This search detects the creation of a symlink to a shadow copy.","Credential Dumping via Symlink to Shadow Copy",T1003
"Enterprise Security Content Update","This search looks for the execution of the cscript.exe or wscript.exe processes, with a parent of cmd.exe. The search will return the count, the first and last time this execution was seen on a machine, the user, and the destination of the machine","Detect Use of cmd.exe to Launch Script Interpreters",T1059
"Enterprise Security Content Update","The vssadmin.exe utility is used to interact with the Volume Shadow Copy Service.  Wmic is an interface to the Windows Management Instrumentation.  This search looks for either of these tools being used to delete shadow copies.","Deleting Shadow Copies",T1107
"Enterprise Security Content Update","The vssadmin.exe utility is used to interact with the Volume Shadow Copy Service.  Wmic is an interface to the Windows Management Instrumentation.  This search looks for either of these tools being used to delete shadow copies.","Deleting Shadow Copies",T1059
"Enterprise Security Content Update","This search looks for reading lsass memory consistent with credential dumping.","Detect Credential Dumping through LSASS access",T1003
"Enterprise Security Content Update","This search looks for reading loaded Images unique to credential dumping with Mimikatz.","Detect Mimikatz Using Loaded Images",T1003
"Enterprise Security Content Update","The search looks for modifications to registry keys that control the enforcement of Windows User Account Control (UAC).","Disabling Remote User Account Control",T1112
"Enterprise Security Content Update","This search looks for DNS requests for phishing domains that are leveraging EvilGinx tools to mimic websites.","Detect DNS requests to Phishing Sites leveraging EvilGinx2",T1192
"Enterprise Security Content Update","This search allows you to identify DNS requests that are unusually large for the record type being requested in your environment.","DNS Query Length Outliers - MLTK",T1043
"Enterprise Security Content Update","This search allows you to identify DNS requests and compute the standard deviation on the length of the names being resolved, then filter on two times the standard deviation to show you those queries that are unusually large for your environment.","DNS Query Length With High Standard Deviation",T1043
"Enterprise Security Content Update","The search takes the DNS records and their answers results of the discovered_dns_records lookup and finds if any records have changed by searching DNS response from the Network_Resolution datamodel across the last day.","DNS record changed",T1043
"Enterprise Security Content Update","This search is used to detect DNS tunneling, by calculating the sum of the length of DNS queries and DNS answers. The search also filters out potential false positives by filtering out queries made to internal systems and the queries originating from internal DNS, Web, and Email servers. Endpoints using DNS as a method of transmission for data exfiltration, command and control, or evasion of security controls can often be detected by noting an unusually large volume of DNS traffic.","Detection of DNS Tunnels",T1043
"Enterprise Security Content Update","This search looks for flags passed to schtasks.exe on the command-line that indicate a task name associated with the Dragonfly threat actor was created or deleted.","Scheduled Task Name Used by Dragonfly Threat Actors",T1053
"Enterprise Security Content Update","Detect the usage of comsvcs.dll for dumping the lsass process.","Dump LSASS via comsvcs DLL",T1003
"Enterprise Security Content Update","Malicious actors often abuse legitimate Dynamic DNS services to host malicious payloads or interactive command and control nodes. Attackers will automate domain resolution changes by routing dynamic domains to countless IP addresses to circumvent firewall blocks, blacklists as well as frustrate a network defenders analytic and investigative processes. This search will look for DNS queries made from within your infrastructure to suspicious dynamic domains.","Detect hosts connecting to dynamic domain providers",T1041
"Enterprise Security Content Update","Malicious actors often abuse legitimate Dynamic DNS services to host malicious payloads or interactive command and control nodes. Attackers will automate domain resolution changes by routing dynamic domains to countless IP addresses to circumvent firewall blocks, blacklists as well as frustrate a network defenders analytic and investigative processes. This search will look for DNS queries made from within your infrastructure to suspicious dynamic domains.","Detect hosts connecting to dynamic domain providers",T1043
"Enterprise Security Content Update","This search looks for web connections to dynamic DNS providers.","Detect web traffic to dynamic domain providers",T1102
"Enterprise Security Content Update","This search looks for web connections to dynamic DNS providers.","Detect web traffic to dynamic domain providers",T1041
"Enterprise Security Content Update","Attackers often use spaces as a means to obfuscate an attachment's file extension. This search looks for messages with email attachments that have many spaces within the file names.","Email Attachments With Lots Of Spaces",T1193
"Enterprise Security Content Update","The search looks at the change-analysis data model and detects email files created outside the normal Outlook directory.","Email files written outside of the Outlook directory",T1114
"Enterprise Security Content Update","This search looks for an increase of data transfers from your email server to your clients. This could be indicative of a malicious actor collecting data using your email server.","Email servers sending high volume traffic to hosts",T1114
"Enterprise Security Content Update","This search looks for an increase of data transfers from your email server to your clients. This could be indicative of a malicious actor collecting data using your email server.","Email servers sending high volume traffic to hosts",T1043
"Enterprise Security Content Update","This search identifies DNS query failures by counting the number of DNS responses that do not indicate success, and trigger on more than 50 occurrences.","Excessive DNS Failures",T1048
"Enterprise Security Content Update","This search identifies DNS query failures by counting the number of DNS responses that do not indicate success, and trigger on more than 50 occurrences.","Excessive DNS Failures",T1043
"Enterprise Security Content Update","This search identifies endpoints that have caused a relatively high number of account lockouts in a short period.","Detect Excessive Account Lockouts From Endpoint",T1078
"Enterprise Security Content Update","This search detects user accounts that have been locked out a relatively high number of times in a short period.","Detect Excessive User Account Lockouts",T1078
"Enterprise Security Content Update","This search looks for specific command-line arguments that may indicate the execution of tools made by Nirsoft, which are legitimate, but may be abused by attackers.","Detection of tools built by NirSoft",T1072
"Enterprise Security Content Update","This search looks for specific command-line arguments that may indicate the execution of tools made by Nirsoft, which are legitimate, but may be abused by attackers.","Detection of tools built by NirSoft",T1087
"Enterprise Security Content Update","The search looks for a sharp increase in the number of files written to a particular host","Spike in File Writes",TA0002
"Enterprise Security Content Update","This search looks for command-line arguments that use a `/c` parameter to execute a command that has not previously been seen.","First time seen command line argument",T1064
"Enterprise Security Content Update","This search looks for command-line arguments that use a `/c` parameter to execute a command that has not previously been seen.","First time seen command line argument",T1059
"Enterprise Security Content Update","This search looks for the first time a Windows service is seen running in your environment.","First Time Seen Running Windows Service",T1050
"Enterprise Security Content Update","The fsutil.exe application is a legitimate Windows utility used to perform tasks related to the file allocation table (FAT) and NTFS file systems. The update sequence number (USN) change journal provides a log of all changes made to the files on the disk. This search looks for fsutil.exe deleting the USN journal.","USN Journal Deletion",T1070
"Enterprise Security Content Update","The search looks for modifications to the hosts file on all Windows endpoints across your environment.","Windows hosts file modification",TA0011
"Enterprise Security Content Update","This search looks for an increase of data transfers from your email server to your clients. This could be indicative of a malicious actor collecting data using your email server.","Hosts receiving high volume of network traffic from email server",T1043
"Enterprise Security Content Update","This search looks for outbound ICMP packets with a packet size larger than 1,000 bytes. Various threat actors have been known to use ICMP as a command and control channel for their attack infrastructure. Large ICMP packets from an endpoint to a remote host may be indicative of this activity.","Detect Large Outbound ICMP Packets",T1095
"Enterprise Security Content Update","This search looks for a ``*.lnk` file under `C:\User*` or `*\Local\Temp\*` executing a process. This is common behavior used by various spear phishing tools.","Suspicious LNK file launching a process",T1193
"Enterprise Security Content Update","This search looks for newly created accounts that have been elevated to local administrators.","Detect New Local Admin account",T1078
"Enterprise Security Content Update","This search is used to detect attempts to use DNS tunneling, by calculating the length of responses to DNS TXT queries. Endpoints using DNS as a method of transmission for data exfiltration, command and control, or evasion of security controls can often be detected by noting unusually large volumes of DNS traffic.","Detect Long DNS TXT Record Response",T1043
"Enterprise Security Content Update","This search looks for registry activity associated with application compatibility shims, which can be leveraged by attackers for various nefarious purposes.","Registry Keys for Creating SHIM Databases",T1138
"Enterprise Security Content Update","This search looks for PowerShell processes started with parameters to modify the execution policy of the run, run in a hidden window, and connect to the Internet. This combination of command-line options is suspicious because it's overriding the default PowerShell execution policy, attempts to hide its activity from the user, and connects to the Internet.","Malicious PowerShell Process - Connect To Internet With Hidden Window",T1086
"Enterprise Security Content Update","This search looks for PowerShell processes started with parameters to modify the execution policy of the run, run in a hidden window, and connect to the Internet. This combination of command-line options is suspicious because it's overriding the default PowerShell execution policy, attempts to hide its activity from the user, and connects to the Internet.","Malicious PowerShell Process - Connect To Internet With Hidden Window",T1064
"Enterprise Security Content Update","This search looks for PowerShell processes that have encoded the script within the command-line. Malware has been seen using this parameter, as it obfuscates the code and makes it relatively easy to pass a script on the command-line.","Malicious PowerShell Process - Encoded Command",T1086
"Enterprise Security Content Update","This search looks for PowerShell processes that have encoded the script within the command-line. Malware has been seen using this parameter, as it obfuscates the code and makes it relatively easy to pass a script on the command-line.","Malicious PowerShell Process - Encoded Command",T1064
"Enterprise Security Content Update","This search looks for PowerShell processes started with parameters used to bypass the local execution policy for scripts. These parameters are often observed in attacks leveraging PowerShell scripts as they override the default PowerShell execution policy.","Malicious PowerShell Process - Execution Policy Bypass",T1086
"Enterprise Security Content Update","This search looks for PowerShell processes started with parameters used to bypass the local execution policy for scripts. These parameters are often observed in attacks leveraging PowerShell scripts as they override the default PowerShell execution policy.","Malicious PowerShell Process - Execution Policy Bypass",T1064
"Enterprise Security Content Update","This search looks for PowerShell processes started with a base64 encoded command-line passed to it, with parameters to modify the execution policy for the process, and those that prevent the display of an interactive prompt to the user. This combination of command-line options is suspicious because it overrides the default PowerShell execution policy, attempts to hide itself from the user, and passes an encoded script to be run on the command-line.","Malicious PowerShell Process - Multiple Suspicious Command-Line Arguments",T1086
"Enterprise Security Content Update","This search looks for PowerShell processes started with a base64 encoded command-line passed to it, with parameters to modify the execution policy for the process, and those that prevent the display of an interactive prompt to the user. This combination of command-line options is suspicious because it overrides the default PowerShell execution policy, attempts to hide itself from the user, and passes an encoded script to be run on the command-line.","Malicious PowerShell Process - Multiple Suspicious Command-Line Arguments",T1064
"Enterprise Security Content Update","This search looks for PowerShell processes launched with arguments that have characters indicative of obfuscation on the command-line.","Malicious PowerShell Process With Obfuscation Techniques",T1086
"Enterprise Security Content Update","This search looks for PowerShell processes launched with arguments that have characters indicative of obfuscation on the command-line.","Malicious PowerShell Process With Obfuscation Techniques",T1064
"Enterprise Security Content Update","This search is used to detect malicious HTTP requests crafted to exploit jmx-console in JBoss servers. The malicious requests have a long URL length, as the payload is embedded in the URL.","Detect malicious requests to exploit JBoss servers",T1068
"Enterprise Security Content Update","This search looks for the execution of ""mshta.exe"" with command-line arguments that launch a script. The search will return the first time and last time these command-line arguments were used for these executions, as well as the target system, the user, process ""mshta.exe"" and its parent process.","Detect mshta.exe running scripts in command-line arguments",T1059
"Enterprise Security Content Update","This search looks for processes launching netsh.exe to execute various commands via the netsh command-line utility. Netsh.exe is a command-line scripting utility that allows you to, either locally or remotely, display or modify the network configuration of a computer that is currently running. Netsh can be used as a persistence proxy technique to execute a helper .dll when netsh.exe is executed. In this search, we are looking for processes spawned by netsh.exe that are executing commands via the command line.","Processes created by netsh",T1059
"Enterprise Security Content Update","The search queries the authentication logs for assets that are categorized as routers in the ES Assets and Identity Framework, to identify connections that have not been seen before in the last 30 days.","Detect New Login Attempts to Routers",T1078
"Enterprise Security Content Update","This detection search will help profile user accounts in your environment by identifying newly created accounts that have been added to your network in the past week.","Identify New User Accounts",T1136
"Enterprise Security Content Update","Detect failed Okta SSO events","Okta Failed SSO Attempts",T1078
"Enterprise Security Content Update","This search detects Okta login failures due to bad credentials for multiple users originating from the same ip address.","Multiple Okta Users With Invalid Credentails From The Same IP",T1078
"Enterprise Security Content Update","Detect Okta user lockout events","Okta Account Lockout Events",T1078
"Enterprise Security Content Update","This search detects logins from the same user from different states in a 24 hour period.","Okta User Logins From Multiple Cities",T1078
"Enterprise Security Content Update","This search allows you to look for evidence of exploitation for CVE-2016-4859, the Splunk Open Redirect Vulnerability.","Open Redirect in Splunk Web",T1068
"Enterprise Security Content Update","This search looks for processes in an MacOS system that is tapping keyboard events in MacOS, and essentially monitoring all keystrokes made by a user. This is a common technique used by RATs to log keystrokes from a victim, although it can also be used by legitimate processes like Siri to react on human input","Processes Tapping Keyboard Events",T1056
"Enterprise Security Content Update","This search looks for outbound SMB connections made by hosts within your network to the Internet. SMB traffic is used for Windows file-sharing activity. One of the techniques often used by attackers involves retrieving the credential hash using an SMB request made to a compromised server controlled by the threat actor.","Detect Outbound SMB Traffic",T1043
"Enterprise Security Content Update","This search looks for execution of process `outlook.exe` where the process is writing a `.zip` file to the disk.","Detect Oulook.exe writing a .zip file",T1193
"Enterprise Security Content Update","Microsoft Windows contains accessibility features that can be launched with a key combination before a user has logged in. An adversary can modify or replace these programs so they can get a command prompt or backdoor without logging in to the system. This search looks for modifications to these binaries.","Overwriting Accessibility Binaries",T1015
"Enterprise Security Content Update","This search is used to identify user accounts that share a common password.","Web Fraud - Password Sharing Across Accounts",T1078
"Enterprise Security Content Update","This search looks for registry activity associated with modifications to the registry key `HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors`. In this scenario, an attacker can load an arbitrary .dll into the print-monitor registry by giving the full path name to the after.dll. The system will execute the .dll with elevated (SYSTEM) permissions and will persist after reboot.","Monitor Registry Keys for Print Monitors",T1013
"Enterprise Security Content Update","This search looks for PowerShell requesting privileges consistent with credential dumping.","Detect Mimikatz Via PowerShell And EventCode 4703",T1003
"Enterprise Security Content Update","This search looks for PowerShell reading lsass memory consistent with credential dumping.","Detect Mimikatz Via PowerShell And EventCode 4663",T1003
"Enterprise Security Content Update","This search looks for the execution of reg.exe with parameters that indicate an attempt to set the default PowerShell execution policy on the system to ""Unrestricted""","Attempt To Set Default PowerShell Execution Policy To Unrestricted",T1086
"Enterprise Security Content Update","This search looks for the execution of reg.exe with parameters that indicate an attempt to set the default PowerShell execution policy on the system to ""Unrestricted""","Attempt To Set Default PowerShell Execution Policy To Unrestricted",T1064
"Enterprise Security Content Update","This search looks for processes launching netsh.exe. Netsh is a command-line scripting utility that allows you to, either locally or remotely, display or modify the network configuration of a computer that is currently running. Netsh can be used as a persistence proxy technique to execute a helper DLL when netsh.exe is executed. In this search, we are looking for processes spawned by netsh.exe and executing commands via the command line.","Processes launching netsh",T1059
"Enterprise Security Content Update","This search looks for processes launching netsh.exe. Netsh is a command-line scripting utility that allows you to, either locally or remotely, display or modify the network configuration of a computer that is currently running. Netsh can be used as a persistence proxy technique to execute a helper DLL when netsh.exe is executed. In this search, we are looking for processes spawned by netsh.exe and executing commands via the command line.","Processes launching netsh",T1089
"Enterprise Security Content Update","This search looks for processes launched from files that have double extensions in the file name. This is typically done to obscure the ""real"" file extension and make it appear as though the file being accessed is a data file, as opposed to executable content.","Execution of File with Multiple Extensions",T1042
"Enterprise Security Content Update","This search looks for processes launched from files with at least five spaces in the name before the extension. This is typically done to obfuscate the file extension by pushing it outside of the default view.","Execution of File With Spaces Before Extension",T1042
"Enterprise Security Content Update","This search looks for network traffic defined by port and transport layer protocol in the Enterprise Security lookup table ""lookup_interesting_ports"", that is marked as prohibited, and has an associated 'allow' action in the Network_Traffic data model. This could be indicative of a misconfigured network device.","Prohibited Network Traffic Allowed",T1043
"Enterprise Security Content Update","This search looks for network traffic defined by port and transport layer protocol in the Enterprise Security lookup table ""lookup_interesting_ports"", that is marked as prohibited, and has an associated 'allow' action in the Network_Traffic data model. This could be indicative of a misconfigured network device.","Prohibited Network Traffic Allowed",T1048
"Enterprise Security Content Update","This search looks for executions of cmd.exe spawned by a process that is often abused by attackers and that does not typically launch cmd.exe.","Detect Prohibited Applications Spawning cmd.exe",T1059
"Enterprise Security Content Update","This search looks for applications on the endpoint that you have marked as prohibited.","Prohibited Software On Endpoint",T1072
"Enterprise Security Content Update","This search looks for network traffic on common ports where a higher layer protocol does not match the port that is being used. For example, this search should identify cases where protocols other than HTTP are running on TCP port 80. This can be used by attackers to circumvent firewall restrictions, or as an attempt to hide malicious communications over ports and protocols that are typically allowed and not well inspected.","Protocol or Port Mismatch",T1043
"Enterprise Security Content Update","This search looks for cleartext protocols at risk of leaking credentials. Currently, this consists of legacy protocols such as telnet, POP3, IMAP, and non-anonymous FTP sessions. While some of these protocols can be used over SSL, they typically run on different assigned ports in those cases.","Protocols passing authentication in cleartext",T1040
"Enterprise Security Content Update","This search looks for events where `PsExec.exe` is run with the `accepteula` flag in the command line. PsExec is a built-in Windows utility that enables you to execute processes on other systems. It is fully interactive for console applications. This tool is widely used for launching interactive command prompts on remote systems. Threat actors leverage this extensively for executing code on compromised systems. If an attacker is running PsExec for the first time, they will be prompted to accept the end-user license agreement (EULA), which can be passed as the argument `accepteula` within the command line.","Detect PsExec With accepteula Flag",T1059
"Enterprise Security Content Update","This search will return a table of rare processes, the names of the systems running them, and the users who initiated each process.","Detect Rare Executables",TA0002
"Enterprise Security Content Update","The search looks for reg.exe modifying registry keys that define Windows services and their configurations.","Reg.exe Manipulating Windows Services Registry Keys",T1050
"Enterprise Security Content Update","The search looks for reg.exe modifying registry keys that define Windows services and their configurations.","Reg.exe Manipulating Windows Services Registry Keys",T1031
"Enterprise Security Content Update","The search looks for reg.exe modifying registry keys that define Windows services and their configurations.","Reg.exe Manipulating Windows Services Registry Keys",T1089
"Enterprise Security Content Update","The search looks for command-line arguments used to hide a file or directory using the reg add command.","Reg.exe used to hide files/directories via registry keys",T1060
"Enterprise Security Content Update","The search looks for command-line arguments used to hide a file or directory using the reg add command.","Reg.exe used to hide files/directories via registry keys",T1112
"Enterprise Security Content Update","The search looks for modifications to registry keys that can be used to launch an application or service at system startup.","Registry Keys Used For Persistence",T1060
"Enterprise Security Content Update","The search looks for modifications to registry keys that can be used to launch an application or service at system startup.","Registry Keys Used For Persistence",T1103
"Enterprise Security Content Update","The search looks for modifications to registry keys that can be used to launch an application or service at system startup.","Registry Keys Used For Persistence",T1131
"Enterprise Security Content Update","This search looks for modifications to registry keys that can be used to elevate privileges. The registry keys under ""Image File Execution Options"" are used to intercept calls to an executable and can be used to attach malicious binaries to benign system binaries.","Registry Keys Used For Privilege Escalation",T1015
"Enterprise Security Content Update","This search looks for RDP application network traffic and filters any source/destination pair generating more than twice the standard deviation of the average traffic.","Remote Desktop Network Bruteforce",T1076
"Enterprise Security Content Update","This search looks for network traffic on TCP/3389, the default port used by remote desktop. While remote desktop traffic is not uncommon on a network, it is usually associated with known hosts. This search allows for whitelisting both source and destination hosts to remove them from the output of the search so you can focus on the uncommon uses of remote desktop on your network.","Remote Desktop Network Traffic",T1076
"Enterprise Security Content Update","This search looks for the remote desktop process mstsc.exe running on systems upon which it doesn't typically run. This is accomplished by filtering out all systems that are noted in the `common_rdp_source category` in the Assets and Identity framework.","Remote Desktop Process Running On System",T1076
"Enterprise Security Content Update","This search looks for wmic.exe being launched with parameters to operate on remote systems.","Remote WMI Command Attempt",T1047
"Enterprise Security Content Update","This search looks for wmic.exe being launched with parameters to spawn a process on a remote system.","Remote Process Instantiation via WMI",T1047
"Enterprise Security Content Update","This search looks for DLLs under %AppData% being loaded by rundll32.exe that are calling the exported function at ordinal 2. Calling exported functions by ordinal is not as common as calling by exported name. There was a bug fixed in IDAPro on 2016-08-08 that would not display functions without names.  Calling functions by ordinal would overcome the lack of name and make it harder for analyst to reverse engineer.","RunDLL Loading DLL By Ordinal",T1085
"Enterprise Security Content Update","The search looks for file writes with extensions consistent with a SamSam ransomware attack.","File with Samsam Extension",TA0002
"Enterprise Security Content Update","This search looks for arguments to sc.exe indicating the creation or modification of a Windows service.","Sc.exe Manipulating Windows Services",T1050
"Enterprise Security Content Update","This search looks for arguments to sc.exe indicating the creation or modification of a Windows service.","Sc.exe Manipulating Windows Services",T1031
"Enterprise Security Content Update","This search looks for arguments to sc.exe indicating the creation or modification of a Windows service.","Sc.exe Manipulating Windows Services",T1089
"Enterprise Security Content Update","This search looks for flags passed to schtasks.exe on the command-line that indicate that a forced reboot of system is scheduled.","Schtasks used for forcing a reboot",T1053
"Enterprise Security Content Update","This search looks for flags passed to schtasks.exe on the command-line that indicate a job is being scheduled on a remote system.","Schtasks scheduling job on remote system",T1053
"Enterprise Security Content Update","This search looks for shim database files being written to default directories. The sdbinst.exe application is used to install shim database files (.sdb). According to Microsoft, a shim is a small library that transparently intercepts an API, changes the parameters passed, handles the operation itself, or redirects the operation elsewhere.","Shim Database File Creation",T1138
"Enterprise Security Content Update","This search detects the process execution and arguments required to silently create a shim database.  The sdbinst.exe application is used to install shim database files (.sdb). A shim is a small library which transparently intercepts an API, changes the parameters passed, handles the operation itself, or redirects the operation elsewhere.","Shim Database Installation With Suspicious Parameters",T1138
"Enterprise Security Content Update","This search detects accounts that were created and deleted in a short time period.","Short Lived Windows Accounts",T1136
"Enterprise Security Content Update","This search looks for spikes in the number of Server Message Block (SMB) traffic connections.","SMB Traffic Spike",T1043
"Enterprise Security Content Update","This search uses the Machine Learning Toolkit (MLTK) to identify spikes in the number of Server Message Block (SMB) connections.","SMB Traffic Spike - MLTK",T1043
"Enterprise Security Content Update","This search looks for fast execution of processes used for system network configuration discovery on the endpoint.","Detect processes used for System Network Configuration Discovery",T1016
"Enterprise Security Content Update","This search allows you to look for evidence of exploitation for CVE-2018-11409, a Splunk Enterprise Information Disclosure Bug.","Splunk Enterprise Information Disclosure",T1068
"Enterprise Security Content Update","This search looks for long URLs that have several SQL commands visible within them.","SQL Injection with Long URLs",T1068
"Enterprise Security Content Update","This search looks for long URLs that have several SQL commands visible within them.","SQL Injection with Long URLs",T1043
"Enterprise Security Content Update","This search looks for attempts to stop security-related services on the endpoint.","Attempt To Stop Security Service",T1089
"Enterprise Security Content Update","This search looks for emails that have attachments with suspicious file extensions.","Suspicious Email Attachment Extensions",T1193
"Enterprise Security Content Update","This search looks for emails that have attachments with suspicious file extensions.","Suspicious Email Attachment Extensions",T1203
"Enterprise Security Content Update","This search looks for suspicious Java classes that are often used to exploit remote command execution in common Java frameworks, such as Apache Struts.","Suspicious Java Classes",T1203
"Enterprise Security Content Update","This search looks for suspicious Java classes that are often used to exploit remote command execution in common Java frameworks, such as Apache Struts.","Suspicious Java Classes",T1219
"Enterprise Security Content Update","This search looks for reg.exe being launched from a command prompt not started by the user. When a user launches cmd.exe, the parent process is usually explorer.exe. This search filters out those instances.","Suspicious Reg.exe Process",T1112
"Enterprise Security Content Update","This search looks for reg.exe being launched from a command prompt not started by the user. When a user launches cmd.exe, the parent process is usually explorer.exe. This search filters out those instances.","Suspicious Reg.exe Process",T1089
"Enterprise Security Content Update","The wevtutil.exe application is the windows event log utility. This searches for wevtutil.exe with parameters for clearing the application, security, setup, or system event logs.","Suspicious wevtutil Usage",T1070
"Enterprise Security Content Update","This search detects writes to the recycle bin by a process other than explorer.exe.","Suspicious writes to windows Recycle Bin",T1074
"Enterprise Security Content Update","This search detects writes to the 'System Volume Information' folder by something other than the System process.","Suspicious writes to System Volume Information",T1074
"Enterprise Security Content Update","This search looks for system processes that normally run out of C:\Windows\System32\ or C:\Windows\SysWOW64 that are not run from that location.  This can indicate a malicious process that is trying to hide as a legitimate process.","System Processes Run From Unexpected Locations",T1036
